p_sex,p_age,p_size,p_edu,p_nuts3,p_income,p_house_income,s1,s2_1,s2_2,s2_3,s2_4,s2_5,s3_1,s3_2,s3_3,s3_4,s3_5,s3_6,s3_7,s3_8,s3_9,s3_10,s3_11,s3_12,s4_1,s4_2,s4_3,s4_4,s5,s6,s6_code1,s6_code2,s6_code3,s7_1,s7_2,s7_2_code1,s7_2_code2,s7_2_code3,s8_1,s8_2,s8_2_code1,s8_2_code2,s8_2_code3,s10,s10_O_T_H,s11_1,s11_2,s11_3,s11_4,s9_1,s9_1_code1,s9_1_code2,s9_1_code3,s9_1_code4,s9_2,s9_2_code1,s9_2_code2,s9_2_code3
ena,35,Obec s 2000 - 4999 obyvateli,Vyuèen,10,3,3,Ano,0,80,20,0,100,Málo mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Vùbec,Dennì /témìø dennì,3-4x tıdnì,Vùbec,"Internetové zpravodajské deníky, servery",mám pøehled ve všem a ètu si to co právì chci já a je obsáhlejší...,Pøehled událostí,Vybírám si informace/zdroje,Širokı rozsah informací,sys_filtered_off,sys_filtered_off,-9,,,centrum,je na nìm vše,Rozsah,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,sys_filtered_off,-9,,,,"tištìné pøi èekání u lékáøe ,internet doma v klidu",Kdy jsem doma/v práci,,
Mu,56,Velkomìsto nad 100 000 obyvatel,Vyuèen,1,88,88,Ano,20,5,60,15,100,Velmi mnì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Málo mì zajímá,Jiná,,,3-4x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,3-4x tıdnì,Noviny - denní tisk,Nejvíce informací,Širokı rozsah informací,,,Sport,Zajímám se o sport,Obsah (zamìøení i rozsah),,,centrum,je pøehlednı,Pøehledné,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,v kavárnì,"V èekárnì, restauraci",,,, veèer doma,Kdy jsem doma/v práci,,
ena,41,Velkomìsto nad 100 000 obyvatel,VŠ,6,4,6,Ano,0,50,50,0,100,Velmi mnì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,Ménì èasto,Televizní zpravodajství,"snadnı, pravidelnı pøístup","Aktuálnost, rychlost",,,Ústeckı deník,regionální zpravodaj,Obsah (zamìøení i rozsah),,,centrum,má domovská stránka,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,0,0,"pouze v pøípadì, e je mám k dispozici",Kdy je dostanu/nìkdo je koupí,,,,práce na PC,Kdy jsem doma/v práci,,
Mu,31,Mìsto s 5000 - 19999 obyvateli,Vyuèen,2,6,7,Ano,3,40,30,27,100,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Jiná,,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,3-4x tıdnì,"Internetové zpravodajské deníky, servery","Aktuálnost, jednoduchost nalezení, monost porovnání","Aktuálnost, rychlost",Širokı rozsah informací,,Lidové noviny,ètu je ji sdlouho,"Forma, vzhled",,,Centrum Aktuálnì,"pøehlednost, známí moderátoøi",Pøehledné,Jiné,,"Ano, vypište prosím maximáílní pøípustnou èástku za mìsíc:",200,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,0,0,jízdy vlakem,Kdy cestuji,,,,vdy kdy jsem doma,Kdy jsem doma/v práci,,
Mu,29,Vesnice do 999 obyvatel,Vyuèen,3,6,8,Ano,0,90,0,10,100,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Velmi mnì zajímá,Technika,,,Ménì èasto,Dennì /témìø dennì,Vùbec,1-2x tıdnì,"Internetové zpravodajské deníky, servery",najdu tam i to co v rozhlasech a televizich neni,Vybírám si informace/zdroje,,,level,Obsahuje vse co mam rad,"Ze zvyku, líbí se mi",,,"centrum,aktualne",nastave jako domovska stranka,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na tabletu,ze se nudim,Kdy mám èas,,,,nemam co napraci,Kdy se nudím/relaxuji,,
ena,20,Mìsto s 5000 - 19999 obyvateli,Maturita,8,1,88,Ano,10,60,20,10,100,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,"Pøíroda, ekologie",Vìda,,Vùbec,Dennì /témìø dennì,Ménì èasto,1-2x tıdnì,"Internetové zpravodajské deníky, servery",Muu se podívat kdykoliv potøebuji a mùu si najít i to co v televizi u bylo.,Dostupnost,Jiné,,sys_filtered_off,sys_filtered_off,-9,,,centrum.cz,mám zde mail a koukám na centrum kadı den ádnı zvlaští dùvod nemám,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,0,0,sys_filtered_off,-9,,,,kadı den zapnu notebook a podívám se na email zprávy jsou zde také tak si zajimáve pøeètu.,Navštìvuji dennì,Kdy mì nìco zajímá,
ena,41,Velkomìsto nad 100 000 obyvatel,Maturita,4,3,7,Ano,0,30,50,20,100,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Vùbec,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Obešel /obešla bych se beze všech,sys_filtered_off,"-9,00",,,sys_filtered_off,sys_filtered_off,-9,,,centrum.cz,zvyk,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na notebooku,0,0,sys_filtered_off,-9,,,,aktuální zprávy bìhem dne,"Je aktuální, kdykoli dostupné",,
ena,40,Mìsto s 20000 - 99999 obyvateli,Vyuèen,2,1,3,Ano,0,0,100,0,100,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Málo mì zajímá,Vaøení,,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,Ménì èasto,Televizní zpravodajství,Zdroj informaci které potøebuji k zivotu,"Mám rád/a, je to zvyk, vyhovuje forma",,,blesk,vzdy maji zarucene drby,Obsah (zamìøení i rozsah),,,centrum.cz,mam ho nastaveny,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na mobilu,0,0,0,"podle situace,co mam zrovna pri ruce","Kdy odpoèívám/mám pauzu, kdy chci",,,,zrocna jsem na internetu,Kdy jsem na internetu,,
ena,41,Velkomìsto nad 100 000 obyvatel,VŠ,12,4,3,Ano,0,95,1,4,100,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,1-2x tıdnì,1-2x tıdnì,"Internetové zpravodajské deníky, servery",Nejvíce sleduji internet,Trávím èas na internetu,,,Mf dnes,jsou mi sympatické,"Ze zvyku, líbí se mi",,,cnn,aktuální zpravodajství z celého svìta,"Rychlost, aktuálnost",Rozsah,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,"je nìkde najdu nebo si koupím, protoe potøebuji novinovı papír",Kdy je dostanu/nìkdo je koupí,Jiné,,,sleduji internet,Kdy jsem na internetu,,
Mu,28,Velkomìsto nad 100 000 obyvatel,Maturita,11,4,6,Ano,0,33,50,17,100,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,"Internetové zpravodajské deníky, servery",Ráda se dozvídám co se dìje kolem mì,Pøehled událostí,,,5+2,jsou vìtšinou zdarma a zamìøené na danı region,Levné/zdarma,Obsah (zamìøení i rozsah),,Ct24,je aktuální a objektivní,"Rychlost, aktuálnost","Kvalita, objektivnost",,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,e se ke mì nìjaké dostanou,Kdy je dostanu/nìkdo je koupí,,,,protoe jsem skoro kadı den na internetu,Navštìvuji dennì,,
ena,20,Velkomìsto nad 100 000 obyvatel,Maturita,4,2,6,Ano,0,80,20,0,100,Málo mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,3-4x tıdnì,Ménì èasto,"Internetové zpravodajské deníky, servery",zabaví mì to pøi cestì do školy nebo pøi èekání na nìco,"Mám rád/a, je to zvyk, vyhovuje forma",,,Právo,zajímavé informace,Obsah (zamìøení i rozsah),,,èt24,struèné ale dostaèující informace o dané události,Pøehledné,,,Ne,sys_empty,Internetové zpravodajství ètu na tabletu,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na stolním poèítaèi,"kdy jsem na návštìvì u rodièù nebo prarodièù, kteøí je kupují",Kdy je dostanu/nìkdo je koupí,,,,"kdy tím mohu vyplnit chvíli, mám je kdykoliv k dispozici na tabletu, je to pohodlné",Kdy se nudím/relaxuji,,
Mu,45,Vesnice do 999 obyvatel,Maturita,3,7,8,Ano,0,90,5,5,100,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,"Cestování, cizí zemì",,,Vùbec,Dennì /témìø dennì,Dennì /témìø dennì,1-2x tıdnì,"Internetové zpravodajské deníky, servery","nepodléhají diktátu Eu , dá se tam najít pravda","Pravdivé, kvalitní, ovìøitelné",,,sys_filtered_off,sys_filtered_off,-9,,,dnes,nejménì le,"Kvalita, objektivnost",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,0,0,sys_filtered_off,-9,,,,sleduju dálst ve svìtì,"Kvùli rozsahu, objektivitì",,
ena,31,Velkomìsto nad 100 000 obyvatel,VŠ,12,2,5,Ano,10,80,10,0,100,Málo mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Vùbec mì nezajímá,Vùbec mì nezajímá,"-9,00",,,1-2x tıdnì,Dennì /témìø dennì,1-2x tıdnì,Vùbec,"Internetové zpravodajské deníky, servery",aktuálnost a rùznorodost - zahranièní a èeské servery,"Aktuálnost, rychlost",Širokı rozsah informací,,al jazeera a egyptan street,"novı náhled na to, co se deje v arabskych zemich",Obsah (zamìøení i rozsah),,,"egyptian street, russian street - pokud se to tak pise","doctu se tam veci, co u nas ne",Rozsah,,,"Ano, vypište prosím maximáílní pøípustnou èástku za mìsíc:",100,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,0,0,kdyz je nahodou mam k dispozici,Kdy je dostanu/nìkdo je koupí,,,,"me zajima aktualnost, jsou snadno pristupne","Je aktuální, kdykoli dostupné",,
Mu,49,Obec s 1000 - 1999 obyvateli,Maturita,11,88,88,Ano,0,70,10,20,100,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Auto - moto,,,Ménì èasto,Dennì /témìø dennì,1-2x tıdnì,Dennì /témìø dennì,"Internetové zpravodajské deníky, servery",Dají se nalézt témìø všechny informace na jednom místì,Širokı rozsah informací,,,nemám,nic,Neuvedl,,,echo24,obsahuje informace a dobré komentáøe,Rozsah,Zajímavé informace,,"Ano, vypište prosím maximáílní pøípustnou èástku za mìsíc:",200,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na tabletu,"e jsou nìkde k dispozici, èekárny, restaurace atd.","V èekárnì, restauraci",,,,povauji je za hlavní informaèní medium,Jiné,,
Mu,39,Mìsto s 20000 - 99999 obyvateli,Základní,13,3,4,Ano,5,50,35,10,100,Velmi mnì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Technika,Jiná,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,"Internetové zpravodajské deníky, servery","aktualnost,","Aktuálnost, rychlost",,,BLESK,Levna cena,Levné/zdarma,,,i dnes,hodnì aktualní,"Rychlost, aktuálnost",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,monosti koupení,Jiné,,,,pokud neseenu noviny,Kdy nemám èas na jiná média,,
Mu,37,Vesnice do 999 obyvatel,Vyuèen,9,5,6,Ano,1,70,24,5,100,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,3-4x tıdnì,Dennì /témìø dennì,"Internetové zpravodajské deníky, servery",nejrychlejší zprávy,Dostupnost,,,deník,rozumné,"Pravdivé, kvalitní",,,i dnes,nejrychlejší,"Rychlost, aktuálnost",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,minimálnì,Neètu,,,,dozvím se víc,Kdy mám èas,,
ena,57,Obec s 2000 - 4999 obyvateli,Maturita,4,5,7,Ano,1,95,1,3,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,"Cestování, cizí zemì",,,Ménì èasto,Dennì /témìø dennì,1-2x tıdnì,1-2x tıdnì,"Internetové zpravodajské deníky, servery",informace jsou zde hned,"Aktuálnost, rychlost",,,mladá fronta,"pøehledné,snad i pravdivé",Obsah (zamìøení i rozsah),"Pravdivé, kvalitní",,i dnes,dobrá úroveò,"Kvalita, objektivnost",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,na chatì,"Kdy odpoèívám/mám pauzu, kdy chci",,,,v zamìstnání,Kdy jsem doma/v práci,,
ena,25,Vesnice do 999 obyvatel,Maturita,4,7,8,Ano,2,5,65,28,100,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Jiná,,,Vùbec,1-2x tıdnì,3-4x tıdnì,Dennì /témìø dennì,Televizní zpravodajství,všeobecné informování o dìní  u nás i ve svìtì,Širokı rozsah informací,,,sys_filtered_off,sys_filtered_off,-9,,,i dnes a super,"i dnes - novinky všeobecné, super- celebrity",Jiné,,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,0,0,sys_filtered_off,-9,,,,"Pøi brouzdání internetem kdy narazím na zajimavost- noviny,kdy se mi dostanou do rukou,nekupuji si je",Kdy jsem na internetu,,
ena,48,Velkomìsto nad 100 000 obyvatel,Maturita,1,88,88,Ano,10,30,50,10,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Málo mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Pøekódovat do 1-8 pøíp. ádné,,,3-4x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,1-2x tıdnì,"Internetové zpravodajské deníky, servery",je to rychlé a v jakou koliv dobu,"Aktuálnost, rychlost",Dostupnost,,MF  Dnes,jsem na nì zvyklá,"Ze zvyku, líbí se mi",,,i-dnes,aktuální,"Rychlost, aktuálnost",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,0,0,mohu si pøeèíst kdykoliv,Jiné,,,,v jakou koliv hodinu,"Je aktuální, kdykoli dostupné",,
ena,48,Velkomìsto nad 100 000 obyvatel,VŠ,1,5,4,Ano,5,30,64,1,100,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Hobby,,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,Ménì èasto,Televizní zpravodajství,"ivé vysílání, aktuality, pøehled","Mám rád/a, je to zvyk, vyhovuje forma","Aktuálnost, rychlost",Pøehled událostí,MF Dnes,objektivita,"Pravdivé, kvalitní",,,i-dnes,seznam a email je domovská stránka,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na stolním poèítaèi,0,0,v dopravních prostøedcích,Kdy cestuji,,,,"ráno doma u kafe, je poruce",Kdy se nudím/relaxuji,,
Mu,39,Obec s 2000 - 4999 obyvateli,Maturita,11,7,8,Ano,10,75,15,0,100,Velmi mnì zajímá,Velmi mnì zajímá,Málo mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Vùbec mì nezajímá,Vùbec mì nezajímá,"-9,00",,,1-2x tıdnì,Dennì /témìø dennì,3-4x tıdnì,Ménì èasto,"Internetové zpravodajské deníky, servery",Primární zdroj informací. Zejména pokud jde o rychlost.,"Aktuálnost, rychlost",,,Respekt,Kvalitní názory,"Pravdivé, kvalitní",,,idnes,široké spektrum informací,Rozsah,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,0,0,pokud se k nim dostanu,Kdy je dostanu/nìkdo je koupí,,,,"dostupnost, èerstvost zpráv, rozsah informací","Je aktuální, kdykoli dostupné","Kvùli rozsahu, objektivitì",
ena,33,Velkomìsto nad 100 000 obyvatel,VŠ,4,88,88,Ano,5,70,15,10,100,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,3-4x tıdnì,3-4x tıdnì,"Internetové zpravodajské deníky, servery",je to dostupné kdekoliv,Dostupnost,,,MF Dnes,vyváené zprávy ze všech témat,Obsah (zamìøení i rozsah),,,idnes,seriózni informace,"Kvalita, objektivnost",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na notebooku,0,0,nìkde je dostanu,Kdy je dostanu/nìkdo je koupí,,,,"kadı den ráno, abych mìla pøehled",Navštìvuji dennì,"Kvùli rozsahu, objektivitì",
Mu,42,Mìsto s 20000 - 99999 obyvateli,Maturita,13,4,4,Ano,1,80,4,15,100,Velmi mnì zajímá,Velmi mnì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Technika,,,Ménì èasto,Dennì /témìø dennì,3-4x tıdnì,Dennì /témìø dennì,Obešel /obešla bych se beze všech,sys_filtered_off,"-9,00",,,Mladá fronta,rozmanitost,Obsah (zamìøení i rozsah),,,idnes,rozmanitost,Rozsah,,,"Ano, vypište prosím maximáílní pøípustnou èástku za mìsíc:",50,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,0,"v restauraci, jsou kdispozici","V èekárnì, restauraci",,,,"v práci, doma - aktuální informace",Kdy jsem doma/v práci,"Je aktuální, kdykoli dostupné",
Mu,45,Mìsto s 20000 - 99999 obyvateli,Maturita,3,7,9,Ano,0,30,40,30,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Vùbec,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,"Internetové zpravodajské deníky, servery",stále aktuální,"Aktuálnost, rychlost",,,sys_filtered_off,sys_filtered_off,-9,,,idnes,nevím,Neuvedl,,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na stolním poèítaèi,0,sys_filtered_off,-9,,,,neètu tištìné zpravodajství,Neuvedl,,
Mu,35,Mìsto s 20000 - 99999 obyvateli,Vyuèen,14,4,5,Ano,0,80,10,10,100,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Vùbec,Dennì /témìø dennì,3-4x tıdnì,3-4x tıdnì,"Internetové zpravodajské deníky, servery","nemám èas sledovat televizní zprávy, nechce se mi kupovat noviny a rádia moc neposlouchám, take vyuívám pøedevším internet","Mám rád/a, je to zvyk, vyhovuje forma",,,sys_filtered_off,sys_filtered_off,-9,,,idnes,pøehled zpráv,Pøehledné,,,Ne,sys_empty,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na tabletu,0,0,sys_filtered_off,-9,,,,"nechci kupovat noviny, nestíhám zprávy  neposlouchám moc rádio",Neuvedl,,
ena,50,Vesnice do 999 obyvatel,Základní,4,3,4,Ano,0,40,50,10,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Vùbec,1-2x tıdnì,1-2x tıdnì,1-2x tıdnì,"Internetové zpravodajské deníky, servery",vyhovuje mi pøeèíst pouze to co mì zajímá,Vybírám si informace/zdroje,,,sys_filtered_off,sys_filtered_off,-9,,,idnes,dobøe se orientuji,Pøehledné,,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,sys_filtered_off,-9,,,,nekupuji tištìné noviny,Neuvedl,,
Mu,55,Mìsto s 20000 - 99999 obyvateli,Maturita,2,3,3,Ano,0,100,0,0,100,Málo mì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Málo mì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Technika,,,Vùbec,Dennì /témìø dennì,Vùbec,Vùbec,"Internetové zpravodajské deníky, servery",dostupnost,Dostupnost,,,sys_filtered_off,sys_filtered_off,-9,,,idnes,èhmú,Neuvedl,,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,sys_filtered_off,-9,,,,pouze net,Neuvedl,,
Mu,55,Mìsto s 20000 - 99999 obyvateli,Maturita,14,5,6,Ano,0,55,45,0,100,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Neuvedl,,,Vùbec,Dennì /témìø dennì,Dennì /témìø dennì,Vùbec,"Internetové zpravodajské deníky, servery",-,Neuvedl,,,sys_filtered_off,sys_filtered_off,-9,,,idnes,-,Neuvedl,,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,sys_filtered_off,-9,,,,-,Neuvedl,,
Mu,23,Mìsto s 5000 - 19999 obyvateli,Maturita,6,2,5,Ano,50,30,10,10,100,Málo mì zajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,3-4x tıdnì,1-2x tıdnì,3-4x tıdnì,3-4x tıdnì,Noviny - denní tisk,-,Neuvedl,,,dnes,nedokazu rict,Neuvedl,,,idnes,prehledne,Pøehledné,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,0,0,je to lepsi nez surfovat po internetu,"Èasto, pravidelnì",,,,.,Neuvedl,,
Mu,39,Mìsto s 20000 - 99999 obyvateli,Vyuèen,11,3,2,Ano,0,33,33,34,100,Velmi mnì zajímá,Velmi mnì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Vùbec,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,"Internetové zpravodajské deníky, servery",jednoduchost,Dostupnost,,,sys_filtered_off,sys_filtered_off,-9,,,idnes,zvyk,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na tabletu,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na notebooku,sys_filtered_off,-9,,,,zvyk,Jiné,,
