p_sex	p_age	p_size	p_edu	p_nuts3	p_income	p_house_income	s1	s2_1	s2_2	s2_3	s2_4	s2_5	s3_1	s3_2	s3_3	s3_4	s3_5	s3_6	s3_7	s3_8	s3_9	s3_10	s3_11	s3_12	s4_1	s4_2	s4_3	s4_4	s5	s6	s6_code1	s6_code2	s6_code3	s7_1	s7_2	s7_2_code1	s7_2_code2	s7_2_code3	s8_1	s8_2	s8_2_code1	s8_2_code2	s8_2_code3	s10	s10_O_T_H	s11_1	s11_2	s11_3	s11_4	s9_1	s9_1_code1	s9_1_code2	s9_1_code3	s9_1_code4	s9_2	s9_2_code1	s9_2_code2	s9_2_code3
2	22	4	3	5	1	5	1	0	34	33	33	100	4	4	2	4	3	2	3	2	1	80	 	 	5	2	2	2	5	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	sokolovsky.denik.cz	zprávy z mého okolí	4	 	 	2	sys_empty	2	1	0	0	sys_filtered_off	-9	 	 	 	tištìné noviny - tehdy, kdy se mi dostanou do rukou, sama si je ale nekupuji.. Internet - kdykoli se mi nìco zajímavého objeví na sociální síti nebo se stane nìco v mém okolí a èlánek o té události si vyhledám.	5	 	 
1	28	1	3	13	5	99	1	30	30	30	10	100	2	3	2	1	3	2	2	3	4	-9	 	 	1	1	2	3	2	Veèer si v klidu proètu novinky ze sportu a domácího dìní	8	 	 	Sport	Jsem sportovní fanda	2	 	 	Sport.cz, denik.cz, novinky.cz	není to bulvár	5	 	 	666	200	2	0	0	0	Mám rád tistìnou verzi...u obìda, na wc	6	 	 	 	veèer sedím na internetu	3	 	 
1	57	6	2	1	4	3	1	30	50	10	10	100	2	2	1	1	2	2	3	2	3	0	 	 	3	1	2	3	2	monost srovnání	10	 	 	právo	pestré	2	 	 	stream	monost vıbìru	4	 	 	2	sys_empty	1	4	3	2	volné chvíle	6	 	 	 	práce, volnı èas	2	 	 
2	20	1	3	8	88	99	1	5	75	20	0	100	3	4	2	4	1	3	1	1	4	-9	 	 	4	1	1	3	2	nejjednoduší pøístup k inforamcím	3	 	 	Krkonošské noviny	køíovka, sudoku, zajímavé informace	2	 	 	super.cz	zajímavé zprávy	7	 	 	2	sys_empty	2	4	0	0	jsou doma na stole	2	 	 	 	protoe mì zaujme nadpis	5	 	 
1	47	4	2	8	7	5	1	0	50	50	0	100	4	2	2	3	3	3	4	1	4	-9	 	 	5	2	1	5	2	dostupnost	3	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	super.cz	nevím	99	 	 	2	sys_empty	2	1	3	4	sys_filtered_off	-9	 	 	 	noviny ve vlaku a na cestách,internet doma	2	 	 
1	48	5	2	3	3	6	1	3	30	40	27	100	1	1	2	3	1	2	4	2	3	18	 	 	4	2	3	1	6	sys_filtered_off	-9	 	 	dnes	nejvìtší pøehled	2	 	 	svìtové zpravodajství	zajímá mì	7	 	 	2	sys_empty	2	0	0	0	je mám po ruce	2	 	 	 	jsem na netu	3	 	 
2	29	6	2	14	2	3	1	30	0	35	35	100	4	4	1	2	1	1	1	1	4	-9	 	 	1	5	1	1	3	Protoze se porad neco deje ve svete a clovek by mel vedet takove dulezite informace.	1	2	 	Avizo	Protoze jsou tam ruzne nabidky	2	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	-9	sys_filtered_off	-9	-9	-9	-9	Kdyz mam cas a protoze tam jsou zajimave nabidky	3	10	 	 	sys_filtered_off	-9	 	 
1	59	4	2	10	4	6	1	0	0	20	80	100	2	2	3	3	2	3	4	4	2	17	 	 	4	5	1	1	6	sys_filtered_off	-9	 	 	Neodebírám noviny ani si ádné nekupuji.	viz.	99	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	-9	sys_filtered_off	-9	-9	-9	-9	To není pravda nic takového jsem neøekl.	5	 	 	 	sys_filtered_off	-9	 	 
1	58	6	2	11	4	6	1	10	0	80	10	100	2	2	3	3	2	2	3	1	4	-9	 	 	2	5	1	2	3	V televizi je to zajímavé u kvùli reportáím	6	 	 	blesk	dozvím se hodnì drbù	2	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	-9	sys_filtered_off	-9	-9	-9	-9	práci	2	 	 	 	sys_filtered_off	-9	 	 
2	53	3	3	14	88	88	1	0	0	50	50	100	2	2	4	4	2	2	4	1	4	-9	 	 	5	5	1	1	5	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	-9	sys_filtered_off	-9	-9	-9	-9	sys_filtered_off	-9	 	 	 	sys_filtered_off	-9	 	 
1	50	2	2	13	2	3	1	5	50	40	5	100	2	3	3	1	2	3	3	1	4	-9	 	 	4	2	1	1	3	je zajímavé	6	 	 	mf	jsou zajímavé	2	 	 	tn	nevím	99	 	 	2	sys_empty	2	0	0	0	nevím	99	 	 	 	nevím	99	 	 
2	32	4	2	3	1	5	1	0	50	50	0	100	1	2	3	4	3	3	1	3	4	-9	 	 	5	1	1	4	6	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	tn.cz	jsem na nìj zvyklá	3	 	 	2	sys_empty	2	0	0	0	sys_filtered_off	-9	 	 	 	pøes tıden	80	 	 
1	28	4	2	14	4	6	1	0	30	60	10	100	2	3	2	1	2	1	3	1	4	-9	 	 	4	2	1	3	3	sleduju ho dennì a aspoò víc co se kde dìje a èemu se mám vyvarovat	8	 	 	blesk	je tam vše pro mì	2	 	 	tn.cz	je tam vše	4	 	 	2	sys_empty	2	4	1	3	e nestihnu zprávy	80	 	 	 	kdy nestíhám zprávy	6	 	 
2	46	4	2	8	4	2	1	20	20	30	30	100	1	1	2	2	1	1	2	1	2	99	 	 	1	1	1	1	1	jsem zvyklá	8	 	 	lidové noviny	jsou pestré a mají pøílohy	2	6	 	tn.cz	je pestrı	4	 	 	666	150	2	3	0	0	jsem zvyklá	7	 	 	 	hledám zajímavosti	5	 	 
2	29	5	3	14	88	88	1	10	50	25	15	100	4	2	2	4	2	4	3	1	4	-9	 	 	4	1	2	1	4	Posloucham radio	8	 	 	nemam	neni dùvod	99	 	 	tn.cz	srozumitelnı	80	 	 	2	sys_empty	-8	-8	-8	-8	dostanou se mi pod ruku	2	 	 	 	se dostanu na internet	3	 	 
1	56	1	2	3	5	9	1	20	30	30	20	100	1	2	2	3	2	2	3	2	4	-9	 	 	3	1	2	1	6	sys_filtered_off	-9	 	 	Blesk	Obèas tam nìco je	2	 	 	TN.cz	Nìco se dozvím	7	 	 	2	sys_empty	2	0	0	0	Noviny ètu pøes den	80	 	 	 	K internetu se pøipojuji veèer	3	 	 
1	25	1	2	11	88	1	1	20	50	10	20	100	1	1	1	1	1	1	1	1	4	-9	 	 	1	1	1	1	1	protoe by jsem nevìdìl co se dìje	1	 	 	blesk	protoe se mi líbí	4	 	 	tncz	protoe se mi líbí	8	 	 	2	sys_empty	1	0	0	0	zajímavé	10	 	 	 	zajímavé	5	 	 
2	40	1	2	10	3	2	1	0	0	100	0	100	4	4	3	4	4	3	4	4	4	-9	 	 	5	4	2	5	3	nemam duvod je to snadne	3	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	tncz	nevim	99	 	 	2	sys_empty	2	0	0	0	sys_filtered_off	-9	 	 	 	zapnuti poèitaèe	3	 	 
1	24	3	2	11	4	8	1	0	90	5	5	100	4	3	1	3	2	2	4	1	1	80	 	 	5	1	3	1	2	Pohodlí	8	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	tncz	nevím	99	 	 	2	sys_empty	2	4	0	0	sys_filtered_off	-9	 	 	 	Kdyz na ne nahodou narazim / denne	1	 	 
1	30	2	4	12	6	8	1	0	90	0	10	100	2	3	3	4	3	4	4	1	4	-9	 	 	5	1	3	3	5	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	twitter	vıtaek dùleitıch zpráv bez reklam	2	 	 	2	sys_empty	2	1	4	0	sys_filtered_off	-9	 	 	 	kdy chci vìdìt co se dìje/jsou bez reklam a zdarma	9	 	 
1	22	4	3	5	88	88	1	0	60	40	0	100	1	1	3	4	1	1	4	1	1	11	 	 	5	2	3	5	2	Chci bıt informovanı a tohle je pro mne nejlepší zdroj.	2	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	www.ct24.cz	je objektivní	5	 	 	2	sys_empty	2	4	0	0	sys_filtered_off	-9	 	 	 	je to pohodlné	8	 	 
1	36	4	4	14	8	8	1	0	50	50	0	100	1	1	3	2	1	2	3	2	4	-9	 	 	5	1	1	5	2	Najdu tam, co me zajima	10	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	www.gpf1.cz	nejvice me zajima deni v f1	7	 	 	2	sys_empty	2	3	4	0	sys_filtered_off	-9	 	 	 	tistene jen tehdy, hdyz se mi dosz	99	 	 
1	38	5	4	14	6	6	1	5	80	10	5	100	2	1	3	1	1	3	4	2	1	16	 	 	3	1	3	3	2	Tøeba bıt v obraze co se dìje i špatného, tøeba islamizace Evropy.	2	 	 	MF Dnes	Odpovídající formát, nejsou vedeny tendenènì	80	3	 	www.idnes.cz	široké spektrum témat	4	 	 	666	20	1	4	0	0	urèité vìci je dobré míti v tištìné podobì	10	 	 	 	jsou lehce uchopitelné	80	 	 
1	38	2	3	11	7	8	1	5	85	5	5	100	4	3	3	2	1	2	2	1	4	-9	 	 	4	1	2	3	2	nejrychlejší pøístup k novım informacím	3	 	 	MF DNES	tradice	4	 	 	www.idnes.cz	nejserioznìjší zpravodajství	5	 	 	2	sys_empty	2	4	0	0	na chalupì, kdy nemám pøístup k internetu	4	 	 	 	doma, v práci	2	 	 
2	22	3	3	11	2	8	1	0	50	40	10	100	1	3	1	4	3	3	3	1	4	-9	 	 	4	1	1	1	3	Pohodlné, vnímáte podvìdomì napø. pøi vaøení, je to takovı podkres, jen mít zaplnou telku	8	 	 	Hospodáøské noviny, MF Dnes	V práci je máme k dispozici zdarma.	8	 	 	www.ihned.cz	Myslím, e jsou dùvìryhodné.	5	 	 	2	sys_empty	1	3	4	2	Jsou k dispozici v zamìstnání.	2	 	 	 	Kdy mám volnou chvilku na internetu.	4	3	 
1	33	6	3	14	7	8	1	0	50	50	0	100	2	2	1	4	2	4	4	1	4	-9	 	 	5	1	1	5	2	jsou rychlé, aktuální a obsahují velké mnoství informací	1	4	 	sys_filtered_off	sys_filtered_off	-9	 	 	www.ihned.cz	nejvíce témat, které mì zajímají	4	 	 	666	50	4	2	0	0	sys_filtered_off	-9	 	 	 	je to rychlé	8	 	 
2	46	5	3	3	4	8	1	7	3	40	50	100	1	1	2	4	2	4	2	2	2	80	 	 	3	4	1	1	3	Je to rodinnı rituál, sledovat televizní zpravodajství.	8	 	 	MF Dnes	Mají zajímavı magazín s TV programem	6	 	 	www.novinky.cz	není to bulvár	5	 	 	2	sys_empty	1	3	0	0	u obìda	6	 	 	 	se potøebuji odreagovat v práci	7	 	 
1	31	6	4	1	7	9	1	0	95	5	0	100	3	1	3	2	1	4	4	2	3	18	15	 	4	1	3	4	2	Mohu hledat zprávy z rùznıch zrojù ve více zemích.	10	 	 	Hospodáøské noviny	není	99	 	 	www.telegraph.co.uk	Dobrı pøehled svìtového dìní	2	 	 	666	27	1	4	2	3	Jsou zdarma v doprvním prostøedku.	2	 	 	 	Jsou pøístupné všude.	8	 	 
2	32	6	4	1	88	88	1	2	50	40	8	100	4	3	3	4	2	1	2	3	3	99	 	 	4	1	1	4	5	sys_filtered_off	-9	 	 	metro	jsou zdarma	8	 	 	xxx	xxx	99	 	 	2	sys_empty	1	2	0	0	jedu MHD	1	 	 	 	jsou dostupné	8	 	 
2	26	6	3	12	4	6	1	20	10	30	40	100	3	3	1	4	2	1	4	1	4	-9	 	 	3	3	1	1	2	tak	99	 	 	MF dnes	jedine kupuji	80	 	 	zadny	zadny	90	 	 	2	sys_empty	2	0	0	0	kdyz mam noviny	2	 	 	 	kdyz jsem na internetu	3	 	 
1	21	4	3	8	1	2	1	0	20	80	0	100	2	1	4	4	3	3	3	1	1	15	 	 	4	1	3	5	2	Zajímavé info, které si mohu filtrovat	10	6	 	Nemám	nelze odpovìdìt	99	 	 	Zive.cz	Spokojenost o obsahem a pøíspìvky, standard	8	5	 	2	sys_empty	1	4	0	0	neètu, jen kdy je dostanu náhodou do ruky (metro, 5+2 dny)	5	 	 	 	jsou dostupné, zdarma, mohu si vybrat téma	8	5	10
2	46	1	2	11	4	9	1	40	30	15	15	100	1	2	2	3	3	1	2	2	4	-9	 	 	1	1	1	1	1	odpolední ritual pøi kávì	8	 	 	aha	odlehèené ètení	80	 	 	zprávy	rychlı pøehled	1	2	 	2	sys_empty	1	2	0	0	pøi kávì	6	 	 	 	více informací	9	 	 
2	49	6	3	1	5	4	1	10	20	50	20	100	2	2	2	3	2	2	2	2	3	17	18	 	2	1	2	2	2	je stále po ruce	3	 	 	metro	informace z bydlištì	2	 	 	zprávy na seznamu	mám nastaveno	3	 	 	666	100,-	1	2	0	0	v MHD	1	 	 	 	v práci,doma	2	 	 
1	22	5	3	1	88	88	1	10	50	20	20	100	1	1	2	2	2	1	3	1	4	-9	 	 	3	2	3	2	3	 hjtzj tzgj tzj gtzj	99	 	 	ilii zu ikzuk	zu i zkizk	80	 	 	zukzuk	zuk zuk z uk	99	 	 	666	nic	4	0	0	0	zuk zuk z	80	 	 	 	 kzkkz ku	99	 	 
1	50	5	2	14	2	1	1	0	0	100	0	100	1	1	2	1	3	1	2	1	4	-9	 	 	4	2	1	3	3	e èlovìk ví oèem se mluví.	2	 	 	Nova	Lepší televize	6	 	 	ádné	ádné	99	 	 	2	sys_empty	2	3	4	1	Málo	5	 	 	 	Internet	3	 	 
2	59	4	2	12	2	1	1	0	0	100	0	100	1	2	1	2	2	1	3	1	1	80	 	 	4	3	1	4	3	je to lepši sledovat	1	 	 	adne	nemam oblibene	90	 	 	adny	adny	99	 	 	2	sys_empty	1	0	0	0	e mì pøijdou pod ruku	2	 	 	 	kdyš mì nìco zaujme	5	 	 
1	31	4	2	2	5	5	1	25	25	25	25	100	4	4	2	4	4	3	4	2	4	-9	 	 	4	3	1	5	3	je doma	3	 	 	adnı	nejsou	90	 	 	adnı	nejsou	99	 	 	2	sys_empty	4	2	0	0	se nudím	3	 	 	 	se nedím	7	 	 
2	57	5	3	11	3	5	1	10	10	30	50	100	2	2	1	3	1	2	3	1	2	19	 	 	4	4	2	2	5	sys_filtered_off	-9	 	 	TV magazín	ètu tv program	2	 	 	ádnı	není	90	 	 	2	sys_empty	1	0	0	0	kdy se k nim náhodou dostanu	2	 	 	 	pokud mì nìkdo na nìco zajímavého upozorní	9	 	 
