p_sex	p_age	p_size	p_edu	p_nuts3	p_income	p_house_income	s1	s2_1	s2_2	s2_3	s2_4	s2_5	s3_1	s3_2	s3_3	s3_4	s3_5	s3_6	s3_7	s3_8	s3_9	s3_10	s3_11	s3_12	s4_1	s4_2	s4_3	s4_4	s5	s6	s6_code1	s6_code2	s6_code3	s7_1	s7_2	s7_2_code1	s7_2_code2	s7_2_code3	s8_1	s8_2	s8_2_code1	s8_2_code2	s8_2_code3	s10	s10_O_T_H	s11_1	s11_2	s11_3	s11_4	s9_1	s9_1_code1	s9_1_code2	s9_1_code3	s9_1_code4	s9_2	s9_2_code1	s9_2_code2	s9_2_code3
2	33	5	3	2	3	8	1	5	5	70	20	100	2	2	2	2	2	2	2	2	4	-9	 	 	4	4	1	2	3	jsem na nì zvyklá	8	 	 	Kolínské noviny	jsou tam informace i z mého okolí	2	 	 	idnes.cz	pùsobí na mì vìrohodnì	5	 	 	2	sys_empty	1	0	0	0	e se mi dostanou do ruky	2	 	 	 	kdy mì nìco aktuálnì zajímá - jsou hned po ruce	5	 	 
1	30	2	3	14	3	4	1	0	75	25	0	100	2	3	2	1	2	4	2	2	3	0	 	 	4	1	2	5	2	Jsou aktualizovány	1	 	 	Právo	Dá se jim vìøit.	3	 	 	idnes.cz	jsou aktuální	1	 	 	2	sys_empty	1	0	0	0	mám èas	3	 	 	 	mám èas	4	 	 
2	55	6	3	14	4	5	1	20	60	20	0	100	2	2	1	3	2	3	3	1	4	-9	 	 	2	1	2	4	2	Vyberu si, co mì zajímá       Je po ruce	10	3	 	je mi to jedno	nemám	90	 	 	idnes.cz	nevím	99	 	 	2	sys_empty	1	0	0	0	kdy je nìkdo koupí	2	 	 	 	mám èas a jsou po ruce	4	 	 
2	39	6	4	1	8	10	1	0	70	20	10	100	1	2	2	2	1	3	4	2	4	-9	 	 	4	1	3	3	2	dùleité co se dìje	2	 	 	hospodáøské noviny	relevatní informace	2	 	 	idnes.cz	relevatní informace	7	 	 	2	sys_empty	2	4	0	0	z nostalgie	80	 	 	 	kdy mám monost	3	 	 
1	19	3	1	2	1	9	1	25	50	20	5	100	3	3	3	2	3	3	4	3	4	-9	 	 	2	1	2	3	2	je to nejjednodušší	3	 	 	mf dnes	jsou nejrozsirenejsi	7	 	 	idnes.cz	vzpomenu si na nì jako první	3	 	 	2	sys_empty	2	3	4	0	jedu v metru	1	 	 	 	protoe mám zaplı notebook	3	 	 
1	22	4	3	2	1	2	1	5	75	20	0	100	2	1	3	3	2	4	4	2	4	-9	 	 	3	1	2	5	2	Poskytuje rychlé a aktuální zpravodajství z nìkolika zdrojù zároveò, take je moné si jednotlivé zprávy ovìøovat, zda jsou zaloeny na pravdì.	1	7	 	E15	Poskytuje mnoho informací o ekonomice, která mì zajímá nejvíce.	2	 	 	idnes.cz	Poskytuje relevantní zpravodajství.	7	 	 	2	sys_empty	1	2	0	0	pokud jsem na cestì a nemám pøístup k internetu	1	4	 	 	v ostatních pøípadech, kdy mám pøístup k internetu.	3	 	 
2	23	6	3	1	2	5	1	20	40	30	10	100	2	3	1	3	2	2	2	1	4	-9	 	 	1	1	2	3	1	Mám ráda kdy si mohu noviny prolistovat a k informacím se vracet nebo je pøeskakovat.	8	 	 	MF Dnes	zvyk	4	 	 	idnes.cz	nevím	99	 	 	2	sys_empty	3	2	0	0	Kupujeme si je domù kadı den.	7	 	 	 	Z nudy, kdy brouzdám na netu.	3	 	 
1	34	1	4	2	7	8	1	0	30	20	50	100	1	1	2	4	1	3	4	1	4	-9	 	 	5	1	1	1	2	Aktuální zpravodajství, které mi v kteroukoliv denní dobu nahrazuje klasické noviny	1	3	 	sys_filtered_off	sys_filtered_off	-9	 	 	idnes.cz	seriózní a je tam vše	5	4	 	666	100	1	3	4	2	sys_filtered_off	-9	 	 	 	tištìné noviny ètu, kdy potkám trafiku a koupím si je, internetové deníky ètu vdy veèer po práci	2	 	 
2	32	6	3	14	2	6	1	0	75	25	0	100	2	3	2	2	2	3	2	1	4	-9	 	 	4	1	1	3	2	Všechny zprávy a informace jsou na jednom místì. Vìtšinou i s kanálem informací tıkajících se daného tématu. Mohu si je pøeèíst kdykoliv potøebuji.	4	3	 	Mladá fronta Dnes	pøehledné a vìrohodné informace	2	3	 	idnes.cz	pøehledné informace	2	 	 	2	sys_empty	1	4	0	0	na cestách, u pøíbuznıch, kteøí dané periodikum odebírají	1	2	 	 	doma na PC	2	 	 
2	28	5	3	3	3	6	1	5	80	10	5	100	3	3	2	4	2	3	4	2	4	-9	 	 	4	1	2	4	5	sys_filtered_off	-9	 	 	MF Dnes	nejšírší pøehled	2	 	 	idnes.cz	nejširší pøehled	4	 	 	2	sys_empty	1	2	3	4	kdy se mi dostanou do ruky	2	 	 	 	dennì	1	 	 
1	32	6	3	1	9	9	1	0	70	20	10	100	1	2	2	4	1	2	3	1	4	-9	 	 	4	1	3	4	2	Na televizi nezbyva moc casu. Internet vyuzivam denne k praci.	5	 	 	Mlada Fronta	Nejsou to bulvarni noviny	2	 	 	idnes.cz	Jsou zde seriozni informace	5	 	 	666	20	2	1	4	3	Pri ceste vlakem	1	 	 	 	Internet denne vyuzivam v praci	1	 	 
2	21	6	3	11	88	88	1	30	50	20	0	100	1	3	1	1	1	2	2	2	4	-9	 	 	1	1	2	4	2	Internetové zpravodajství vyuívám nejèastìji - je aktuální a levné.	1	9	 	MF DNES	Vyhovují mi.	4	 	 	iDnes.cz	Není to jedinı server, kterı pouívám, ale vyhovuje mi..	8	 	 	666	nevím	2	1	0	0	O víkendu, kdy noviny kupujeme. Bìhem tıdne - ve školní knihovnì nebo na praxi v redakci.	7	 	 	 	Ètu dennì, protoe chci sledovat dìní. Také protoe jsou zadarmo, aktuální.	1	8	10
2	30	6	3	1	88	88	1	20	20	50	10	100	1	1	2	2	1	2	4	1	4	0	 	 	1	1	1	2	1	Ráda si novinami prolistuji	8	 	 	MF Dnes	struèné, plné zajímavıch informací.	2	 	 	Idnes.cz	Vìtšinou podává jasné informace	2	 	 	2	sys_empty	3	1	4	0	doma v klidu, pøi cestì do práce	6	1	 	 	V práci, kdy je pauza	7	 	 
1	35	5	3	9	5	7	1	10	30	30	30	100	1	1	2	2	2	2	1	2	2	19	 	 	4	1	1	1	3	vdy v obraze	8	 	 	MF dnes	serioznost	3	 	 	ihned	více ekonomiky	4	 	 	2	sys_empty	4	2	1	0	dopravní prostøedek	1	 	 	 	na PC doma	2	 	 
2	28	1	3	2	88	99	1	5	70	15	10	100	3	2	1	4	2	4	3	1	2	99	 	 	4	1	1	1	2	online rychle co chci	3	1	4	hn	nebulvárnost autorù, snaha o serioznost	3	 	 	ihned, respekt	ditto	99	 	 	2	sys_empty	4	2	1	0	cesty	1	 	 	 	online	8	 	 
1	59	5	3	6	4	7	1	0	20	70	10	100	2	2	2	1	3	3	4	2	3	16	 	 	4	1	1	2	3	veèerní pohoda u zpráv	8	 	 	MF dnes	kupuje je manelka	80	 	 	ivysílání	aktuality celı den	1	 	 	2	sys_empty	1	0	0	0	náhodnì	80	 	 	 	aktuality celı den	8	 	 
1	31	4	3	6	6	5	1	0	85	15	0	100	2	1	2	1	2	4	3	2	4	-9	 	 	5	1	2	5	2	Potøebuji mít všeobecnı pøehled, a dokái si na internetu najít více na sobì nezávislıch zdrojù.	2	10	 	sys_filtered_off	sys_filtered_off	-9	 	 	Je jich více.	kvalitní zpravodajství	5	 	 	666	100	3	2	1	4	sys_filtered_off	-9	 	 	 	Zajím se kadı den o nové události.	5	 	 
2	48	4	2	9	1	4	1	20	25	50	5	100	3	3	3	3	3	3	3	2	4	-9	 	 	4	1	1	4	6	sys_filtered_off	-9	 	 	Zemské	zdomacnely	4	 	 	je mi to jedno	jde o druh zpravy	80	 	 	2	sys_empty	1	0	0	0	o víkendu	7	 	 	 	se mi nabídnou	3	 	 
1	27	4	3	3	3	8	1	0	80	10	10	100	2	3	3	4	2	2	3	1	4	-9	 	 	4	1	1	1	2	snadná dostupnost	3	 	 	novinky.cz	nejsou	90	 	 	jkljl	jlhjlhj	99	 	 	2	sys_empty	1	2	0	0	hkhkhg	99	 	 	 	hkhkhg	99	 	 
1	47	6	4	1	88	88	1	0	70	30	0	100	1	1	3	1	1	2	4	2	1	18	 	 	4	1	1	5	2	Lze tam najít pravdu a utvoøit si správnı obraz dìní.	7	 	 	ádné	nejsou	90	 	 	Kosa zostra	øíká pravdu	5	 	 	2	sys_empty	2	0	0	0	kdy se mi náhodou dostanou do ruky	2	 	 	 	u èlánkù jsou diskuze, kde si lze vytøíbit názor	80	 	 
1	33	5	3	13	88	88	1	0	60	20	20	100	1	1	2	2	1	4	4	1	2	16	80	 	5	1	1	1	5	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	lidovky.cz	proto	99	 	 	666	39	4	0	0	0	sys_filtered_off	-9	 	 	 	abych byl v obraze	9	 	 
1	40	1	3	13	88	99	1	0	50	25	25	100	4	1	4	2	1	4	4	1	4	-9	 	 	5	1	1	1	3	pøedpovìï poèasí	80	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	Lidovky.cz	pøehlednı	2	 	 	2	sys_empty	2	4	1	3	sys_filtered_off	-9	 	 	 	chci bıt informován	9	 	 
1	18	4	1	9	7	7	1	40	60	0	0	100	1	2	3	2	3	3	4	2	4	-9	 	 	1	1	4	4	2	Jsem na internetu kadı den, a jsou to velice aktuální informaci, i kdy v nìkterıch otázkách livé.	5	1	 	Haló Noviny	Levicové, pravdivé	3	 	 	mail.ru	Rusko	80	 	 	666	100	2	0	0	0	V pracovním tıdnu - cesta do školy	1	 	 	 	Kadı den - pøístup na internet	1	 	 
1	50	4	2	2	3	3	1	0	30	50	20	100	1	2	2	4	3	2	3	3	4	-9	 	 	4	1	1	2	3	Chci bıt informován co se u nás dìje v politice co zase vymyslely naši polityci	2	 	 	epocha	je tam hodnì zajímavostí	2	 	 	mf dnes	zdají se mi vìrohodné	5	 	 	2	sys_empty	2	0	0	0	kdy nejsem doma prostì na cestách	1	 	 	 	Protoe ,jsem doma aje to pohodlné a navíc ušetøím za noviny	2	10	 
2	35	6	2	1	3	9	1	5	5	80	10	100	2	3	2	3	3	2	3	2	3	0	 	 	5	4	2	3	3	bıt v obraze,vìdìt co se dìje	2	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	nemám	-	99	 	 	2	sys_empty	2	0	0	0	sys_filtered_off	-9	 	 	 	internetové zpravodajství-nejsnadnìjší pøístup	8	 	 
1	55	1	2	6	4	4	1	5	10	75	10	100	2	3	2	3	2	2	2	2	2	99	 	 	2	2	1	2	6	sys_filtered_off	-9	 	 	denník	regionální	2	 	 	nemám oblíbenı	není	90	 	 	2	sys_empty	1	2	3	4	kdy to jde	2	 	 	 	kdy to jde	3	 	 
2	29	2	2	6	2	3	1	50	20	20	10	100	3	1	1	2	2	1	3	1	4	-9	 	 	4	1	1	5	3	Ráda se dívám na televizní noviny .Na internetu není psané vše co se dovídám ve veèerních zprávách	8	4	 	blesk	je tam èásteènì psáno skoro vše	2	 	 	nemám ádnı	nemám ádnı	90	 	 	2	sys_empty	2	0	0	0	tištìné ètu kdy nìkde jsem	1	 	 	 	internetové ètu doma v klidu	7	 	 
1	38	5	2	13	5	4	1	0	30	0	70	100	3	3	2	2	2	2	4	1	4	-9	 	 	5	3	5	2	5	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	nemám ádnı oblíbenı	nemám ádnı oblíbenı	90	 	 	2	sys_empty	1	0	0	0	sys_filtered_off	-9	 	 	 	kdy chci podrobnìjší informace na aktualní událost	5	 	 
1	56	2	3	11	5	4	1	40	25	30	5	100	1	2	3	2	1	3	4	1	4	-9	 	 	1	1	1	2	1	mohu si je pøeèíst i v práci nebo pøi cestování, ani bych potøeboval jiné komunikaèní prostøedky	3	 	 	Právo	pøipadají mi nestrané	3	 	 	nemám ádnı zvláš oblíbenı	nemám ádnı zvláš oblíbenı	90	 	 	2	sys_empty	1	0	0	0	vdycky proto, e nemusím bıt pøipojenı k internetu	7	 	 	 	jen kdy jsem doma a mám zapnutı poèízaè	2	 	 
1	39	6	2	1	5	8	1	10	70	15	5	100	2	3	3	4	2	2	3	2	4	-9	 	 	2	1	2	3	2	zvyk	8	 	 	metro	máme je v práci, nemusím je shánìt	7	 	 	nepreferuji	objektivita	5	 	 	2	sys_empty	1	3	4	2	mám v práci chvilku	3	 	 	 	mám okamitou monost dalších informací	11	 	 
2	27	1	2	2	2	4	1	10	50	20	20	100	2	1	1	4	2	2	2	1	4	-9	 	 	4	1	2	4	2	jsem na internetu furt	5	 	 	aktualne	pravdive	3	 	 	nevim	nevim	99	 	 	2	sys_empty	2	4	3	0	kdy se mi dostanou do rukou	2	 	 	 	protoe jsem na internetu dennì	1	 	 
1	36	4	3	2	6	6	1	5	20	70	5	100	2	2	2	2	2	2	2	2	4	-9	 	 	3	1	1	2	4	jen tak	99	 	 	nevím	nevím	99	 	 	nevím	nevím	99	 	 	2	sys_empty	1	0	0	0	nevím	99	 	 	 	nevím	99	 	 
1	40	5	2	9	5	9	1	0	20	80	0	100	1	3	1	4	2	2	4	3	1	80	 	 	5	1	1	4	3	nevím	99	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	nevím	mám ho nastaven	3	 	 	2	sys_empty	1	0	0	0	sys_filtered_off	-9	 	 	 	nn	99	 	 
1	27	3	2	13	88	88	1	0	0	80	20	100	3	3	3	3	3	1	2	1	4	-9	 	 	4	4	1	1	3	rád si sednu k televizi, je to odpoèinek po celodenní práci	8	 	 	jalovec	jsou regionální	2	 	 	nevím	je mi to jedno	80	 	 	2	sys_empty	2	0	0	0	e je nìkdo koupí	2	 	 	 	jsou dostupnìjší	8	 	 
2	38	3	2	14	2	4	1	25	25	25	25	100	2	3	3	4	3	2	4	1	4	-9	 	 	4	2	1	4	3	Radìji zprávy poslouchám	8	 	 	prima	pøijdou mi nejzajimavìjší	2	 	 	nevím	nevím	99	 	 	2	sys_empty	2	3	0	0	kdy mám po ruce noviny	2	 	 	 	kdy mì nìco zajímá	5	 	 
2	18	4	1	12	1	5	1	5	10	75	10	100	2	2	2	2	1	2	3	1	3	99	 	 	2	1	1	2	3	spousta obecnıch informací ze svìta a z naší zemì	4	 	 	mf dnes	sice na úpadku, ale jedny z nejserióznìjších	3	 	 	nevím	nevím	99	 	 	2	sys_empty	2	4	0	0	e mì zaujme nìjakı konkrétní èlánek	10	 	 	 	e mì nìco zaujme	5	 	 
1	25	2	3	5	4	1	1	5	15	50	30	100	2	1	1	1	2	3	4	1	4	-9	 	 	3	1	1	1	5	sys_filtered_off	-9	 	 	Blesk	Jsou tam i nìkdy dobré rady	80	 	 	Nivinky	Je tam od všeho trochu, ikdy úvody jsou obèas pøehnané	4	80	 	2	sys_empty	2	0	0	0	Pøi volné chvíli v práci	6	 	 	 	Je to hlavní stránka mého prohlíeèe, tak hned zkouknu novinky	3	 	 
2	30	3	2	10	2	3	1	5	15	70	10	100	4	3	2	4	3	3	1	1	4	-9	 	 	4	3	1	4	3	Zvyk	8	 	 	Jihlavské listy	místní	2	 	 	nova	zajímavı	7	 	 	2	sys_empty	2	0	0	0	jsem u babièky	2	 	 	 	se nudím	7	 	 
1	40	5	2	1	88	3	1	0	0	100	0	100	1	1	4	3	1	1	1	1	4	-9	 	 	3	3	1	5	3	vsechny informace zjistim prave v televizi	4	 	 	denik	jsou tam  informace ktere tøeba jinde nejsou	80	 	 	nova	jsou tam veskere zpravy ktere treba nejsou v denicich	4	 	 	2	sys_empty	1	3	4	2	je to jen zridka kdy nekoukam na televizi nebo neni cas koukat na televizi	80	 	 	 	pokud nestihnu zpravy v televizi	6	 	 
2	34	6	4	1	5	6	1	15	30	55	0	100	2	3	2	2	2	2	2	1	4	-9	 	 	3	1	1	5	3	Vše pohromadì.	4	 	 	MF Dnes	Pøehledné	2	 	 	novinky	èerstvé zprávy	1	 	 	666	100	2	4	3	0	jsme pøedplatitelé MF Dnes	7	 	 	 	Na poèítaèi jsem takøka dennì a zprávy jsou z první ruky	1	9	 
2	42	2	3	14	3	4	1	10	30	30	30	100	2	3	2	4	3	2	2	2	2	19	 	 	3	1	1	1	4	zprávy jsou v pravidelnı èas	8	 	 	dnes	pøehledné	2	 	 	novinky	pøehledné	2	 	 	2	sys_empty	1	0	0	0	kdy mám èas	3	 	 	 	kadı den, protoe jsou stále dostupné	1	8	 
1	57	2	4	3	88	99	1	0	60	30	10	100	1	2	3	1	1	1	4	3	3	13	 	 	5	1	1	2	6	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky	domovská stránka seznam	3	 	 	2	sys_empty	2	0	0	0	sys_filtered_off	-9	 	 	 	noviny neètu	99	 	 
2	23	5	3	7	3	3	1	10	90	0	0	100	1	3	1	3	2	3	3	3	4	-9	 	 	2	1	4	4	2	jsem dennì na internetu	5	 	 	novinky	prostì jsou	4	 	 	novinky	nevím	99	 	 	2	sys_empty	2	0	0	0	nevím	99	 	 	 	nevím	99	 	 
1	25	3	4	11	4	8	1	30	40	20	10	100	2	2	2	2	2	2	2	2	4	-9	 	 	5	1	2	2	2	jsem poøád na internetu	5	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky	mám ho rád	8	 	 	2	sys_empty	2	4	1	3	sys_filtered_off	-9	 	 	 	nepotøebuju papírové	80	 	 
2	24	6	3	11	3	2	1	2	60	15	23	100	2	3	2	4	2	3	4	2	3	80	 	 	4	2	4	1	5	sys_filtered_off	-9	 	 	metro	zadarmo	8	 	 	novinky	ze zvyku	3	 	 	2	sys_empty	1	4	0	0	nemám pøístup k pc nebo tv	4	 	 	 	chci mít alespon trochu pøehled	9	 	 
2	53	1	3	10	5	7	1	0	50	0	50	100	1	1	2	4	2	1	4	2	4	-9	 	 	5	1	4	1	2	mohu si vše v klidu pøeèíst, kdy mám èas	3	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky	prunı, rychle reaguje na události	1	 	 	2	sys_empty	3	1	0	0	sys_filtered_off	-9	 	 	 	internetové zpravodajství je kdykoliv po ruce	8	 	 
1	43	4	3	13	2	1	1	15	45	40	0	100	2	2	3	2	2	2	3	1	4	-9	 	 	3	1	2	5	2	na internet chodim nejcasteji	5	 	 	jalovec	regionalni	2	 	 	novinky	zpravy všeho druhu	4	 	 	2	sys_empty	1	0	0	0	region	10	 	 	 	aktualni	8	 	 
2	26	6	4	1	88	2	1	0	70	20	10	100	2	3	1	3	2	2	2	1	4	-9	 	 	4	1	3	3	6	sys_filtered_off	-9	 	 	zadny	nemam oblibene noviny	90	 	 	novinky	nevim	99	 	 	2	sys_empty	2	0	0	0	ze se mi dostanou do ruky	2	 	 	 	jsou dostupne	8	 	 
2	36	6	2	1	2	6	1	0	50	40	10	100	2	3	1	2	3	1	3	2	3	80	 	 	4	1	2	2	2	mám k nìmu nejvìtší pøístup.	3	 	 	lidové	mohu je èíst zadarmo	8	 	 	novinky	je na hlavní stranì seznamu	3	 	 	2	sys_empty	1	4	0	0	jen v krajní nouzi	5	 	 	 	jsou vdy èerstvé	8	 	 
1	33	1	2	8	4	5	1	0	20	20	60	100	2	2	3	1	2	4	4	3	3	80	 	 	5	4	1	1	4	nejdùvìryhodnìjší	7	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky	je na hlavní stranì seznamu	3	 	 	2	sys_empty	2	0	0	0	sys_filtered_off	-9	 	 	 	kdy se nudím	7	 	 
1	45	3	2	14	4	4	1	0	20	30	50	100	2	2	3	3	3	2	4	3	4	-9	 	 	4	2	2	1	4	Je aktuální	1	 	 	právo	pøipadají mì seriozní	3	 	 	novinky	nevím	99	 	 	2	sys_empty	4	1	0	0	kdy se mi chce	6	 	 	 	kdy chci informace	5	 	 
2	27	5	3	7	4	7	1	0	50	50	0	100	2	2	2	2	2	3	3	2	4	-9	 	 	5	2	3	4	5	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky	mám ho po ruce	3	 	 	2	sys_empty	1	0	0	0	sys_filtered_off	-9	 	 	 	mì nìco zajímá nebo zaujme	5	 	 
2	38	6	4	1	4	6	1	10	40	40	10	100	2	2	3	3	2	3	1	1	4	-9	 	 	2	1	1	2	5	sys_filtered_off	-9	 	 	MF dnes	tradice, èetli je u moji rodièe	4	 	 	novinky	mám je na první stranì	3	 	 	2	sys_empty	1	2	0	0	pøi cestì do a z práce	1	 	 	 	v pøípadì volného èasu	4	 	 
1	39	1	2	9	4	5	1	3	37	50	10	100	1	1	2	3	1	2	4	1	4	-9	 	 	4	1	1	2	3	rád sleduji tv zprávy	8	 	 	blesk	jsou pøehledné	5	 	 	novinky	líbí se mi	8	 	 	2	sys_empty	1	4	0	0	v práci pøi svaèinì	6	 	 	 	kdy jsem na internetu	3	 	 
1	36	5	3	3	7	8	1	5	80	10	5	100	1	2	2	2	3	4	4	1	4	-9	 	 	1	1	1	1	2	Je nejrychlejší	1	 	 	mt dnes	tradice	4	 	 	novinky	jsou na Seznamu	3	 	 	2	sys_empty	4	2	0	0	pøijdou s TV programem	9	 	 	 	pracuji u poèítaèe	3	 	 
1	37	1	1	4	5	6	1	0	99	0	1	100	3	2	4	4	3	2	4	1	3	18	 	 	5	2	4	4	2	zdroj ruznorodıch informací	4	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky	je na seznamu	3	 	 	2	sys_empty	2	0	0	0	sys_filtered_off	-9	 	 	 	pøi pøihlášení na email je mám na oèích	3	 	 
1	28	5	2	13	5	2	1	0	60	30	10	100	3	3	3	1	3	3	1	2	4	-9	 	 	5	1	1	1	2	zvyk	8	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky	nevím	99	 	 	2	sys_empty	2	4	0	0	sys_filtered_off	-9	 	 	 	sem na internetu hodnì	3	 	 
1	41	4	2	10	3	99	1	20	30	20	30	100	2	1	3	1	2	2	4	1	4	-9	 	 	2	2	1	1	3	sledovani vkidu domova s rodinou	3	 	 	denik	regionalni zpravy	2	 	 	novinky	instalace v pc	3	 	 	2	sys_empty	1	0	0	0	hodne cestuji	1	 	 	 	v klidu doma	2	 	 
2	54	3	2	10	3	5	1	10	70	15	5	100	1	1	2	3	2	3	3	2	3	80	 	 	4	1	2	4	2	vse na jednom miste	4	 	 	pravo	zustatek z minulosti	4	 	 	novinky	prehledne	2	 	 	666	20kc	-8	-8	-8	-8	je mam zrovna k dispozici	2	 	 	 	denne pouzivam internet	1	 	 
2	48	5	3	5	88	88	1	5	15	60	20	100	2	2	2	3	2	2	3	1	4	-9	 	 	1	1	1	1	3	nejpøehlednìjší	2	 	 	karlovarskı deník	zprávy z regionu	2	 	 	novinky	pøehledné, vèas	2	1	 	2	sys_empty	1	2	0	0	kdy nenám pøístup k internetu	4	 	 	 	dennì, snadná dotupnost	1	 	 
1	32	4	4	14	4	4	1	0	80	15	5	100	1	3	3	1	3	1	1	3	1	80	 	 	5	1	1	1	2	Dostupnost v práci, mobilu, poèítaèi - zadarmo	3	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	Novinky	Pøehlednost	2	 	 	2	sys_empty	1	4	3	2	sys_filtered_off	-9	 	 	 	Neètu tištìné noviny.	99	 	 
1	25	1	4	8	4	3	1	0	90	5	5	100	2	2	3	1	2	3	4	2	2	18	 	 	5	1	4	2	2	Jsem IT odborník jsem závislı na informacích z internetu.	8	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	Novinky	Mám ho na úvodní stránce mého emailu.	3	 	 	2	sys_empty	1	2	0	0	sys_filtered_off	-9	 	 	 	Noviny vùbec nekupuji jsou drahé.	99	 	 
2	51	5	2	9	4	5	1	5	80	10	5	100	3	3	2	2	3	1	2	2	4	-9	 	 	2	1	1	2	2	pravidelné sezení u Pc,take pohodlné ètení toho co mì zajíma	5	10	 	Pardubickı deník	místní zprávy,dìní ve mìstì	2	 	 	Novinky	roztøídìné zprávy	2	 	 	2	sys_empty	2	0	0	0	kdy se mi dostanou do ruky	2	 	 	 	mám zapnutı poèítaè	3	 	 
1	45	4	2	9	3	4	1	10	30	50	10	100	1	3	3	2	2	1	4	1	4	-9	 	 	3	2	1	3	3	Je obrazem	8	 	 	Pardubickı denník	Zprávy z Pardubicka	2	 	 	Novinky	Pøehled	2	 	 	2	sys_empty	1	0	0	0	V práci	80	 	 	 	Doma	2	 	 
2	23	6	3	1	3	2	1	20	50	20	10	100	3	2	1	2	2	2	4	1	4	-9	 	 	3	2	4	5	5	sys_filtered_off	-9	 	 	Metro	nevím	99	 	 	Novinky	nevím	99	 	 	2	sys_empty	2	0	0	0	v MHD	1	 	 	 	Kdy jsem doma na PC	2	 	 
1	47	6	3	1	5	8	1	10	10	60	20	100	4	3	1	2	2	1	1	1	4	-9	 	 	2	1	1	2	3	OBRAZ A ZVUK V JEDNOM A HLAVNÌ PØIJATELNİ ÈAS NA SLEDOVÁNÍ ZPRÁV	8	3	 	BLESK	BULVÁR,POÈASÍ,KØÍOVKA,VTIPY,INZERCE	2	 	 	NOVINKY	MÁM JE HNED NA OÈÍCH	3	 	 	2	sys_empty	2	4	1	3	JE NÌKDO KOUPIL	2	 	 	 	POKUD MÁM ÈAS SLEDOVAT ZPRAVODAJSTVÍ NA PC	4	 	 
2	34	1	3	3	3	7	1	1	10	9	80	100	2	1	2	3	2	2	3	2	4	-9	 	 	3	1	1	1	6	sys_filtered_off	-9	 	 	Jihoèeskı deník	jsou tam zprávy z mého okolí	2	 	 	novinky cz	je tam to hlavní	2	 	 	2	sys_empty	2	0	0	0	jen v pátek a v sobotu	7	 	 	 	ètu dennì,pracuji na poèítaèi kadı den	1	2	 
1	48	1	2	8	4	7	1	0	20	80	0	100	1	3	2	2	2	2	3	2	3	0	 	 	5	1	1	4	3	rychlost	1	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky cz	nevim	99	 	 	2	sys_empty	1	2	3	0	sys_filtered_off	-9	 	 	 	dostupnost	8	 	 
1	31	1	2	12	4	1	1	0	0	100	0	100	3	3	2	1	2	2	4	2	4	-9	 	 	5	4	1	2	3	slyším i vidím	8	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	novinky cz	zvyk	3	 	 	2	sys_empty	2	0	0	0	sys_filtered_off	-9	 	 	 	nevidím televizní zpravodajství	6	 	 
1	56	3	2	8	2	5	1	0	5	90	5	100	1	3	3	3	1	2	2	1	4	-9	 	 	4	2	1	3	3	dokai se bez toho obejít	99	 	 	dnes	prototo e je odebírám	4	 	 	novinky cz	jsou tam zajímavosti	7	 	 	2	sys_empty	1	0	0	0	kdy mám èas	3	 	 	 	protoe mì to zajímá	5	 	 
1	39	4	3	8	88	1	1	0	10	20	70	100	1	1	2	3	1	4	4	1	4	-9	 	 	3	1	1	1	4	za jízdy v autì nejlepší zdroj informací	8	 	 	-	-	99	 	 	novinky cz	zvyk	3	 	 	2	sys_empty	-8	-8	-8	-8	kdy mám èas v èekárnì	8	 	 	 	veèer u pc	3	 	 
1	41	6	2	6	4	6	1	10	40	50	0	100	2	2	2	3	2	2	3	2	4	-9	 	 	1	1	1	4	3	Pøehled	2	 	 	Právo	Dùvìryhodné	3	 	 	Novinky cz	dùvìryhodnı	5	 	 	2	sys_empty	1	0	0	0	Obìda	6	 	 	 	ranní kávy	7	 	 
2	52	4	2	14	2	6	1	25	25	25	25	100	2	3	2	4	2	2	2	2	2	99	 	 	1	1	2	1	4	Poslouchám rádio kadı den	8	 	 	Blesk	u ani nevím	99	 	 	Novinky cz	nevím	99	 	 	2	sys_empty	2	0	0	0	ètu e kadı den kromì víkendu	7	 	 	 	ètu je pokud si pustím PC a pøipojím se k internetu	3	 	 
